title,author,publisher,year_published,ISBN,category,description,image
Timor Timur Satu Menit Terakhir: Catatan Seorang Wartawan,C.M. Rien Kuntari,Mizan,2008,9789794335376 (ISBN10: 9794335371),Sejarah,"Meliput konflik adalah tugas sehari - hari Rien Kuntari, wartawan Kompas. Dia telah memasuki medan - medan perang paling berbahaya, termasuk Rwanda, Irak dan Kamboja. Tapi , di antara semua wilayah konflik yang pernah dia liput, Timor Timur adalah yang paling sulit, paling membahayakan dan sekaligus paling mengesankan.
Sebagai seorang wartawan yang dituntut bersikap objektif dan cover both sides, Rien menghadapi dilema. Sebagai seorang wartawan asal Indonesia, dia bisa dicurigai sebagai pro - otonomi oleh kelompok pro - kemerdekaan. Sebaliknya, lantaran dapat mengakses beberapa tokoh kunci CNRT, dia juga dituduh pro - kemerdekaan. Dan kecurigaan di medan konflik berarti berada di tubir kematian.
Inilah catatan seorang wartawan atas peristiwa - peristiwa dramatis menjelang, selama, dan setelah jajak pendapat di Timor Timur tahun 1999  - sebuah segmenamat penting dalam garis sejarah bangsa Indonesia. Ditulis dengan keberanian seorang 'syahid', kejujuran seorang jurnalis tulen, dan ketulusan seorang 'manusia'  -  a true human being. Tak berlebihan jika buku ini layak dicatat sebagai sebuah dokumen kemanusiaan (humane dokumentary).",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1229075901i/5989716.jpg
Surat Dahlan,Khrisna Pabichara,Noura Books,2013,9786027816251 (ISBN10: 6027816252),Novel,"Bagi setiap perantau sepertiku, rindu adalah hantu yang paling menakutkan.
Tak ada yang tahu bagaimana ia mendatangiku setiap waktu.
… begitu menyiksa, menggeretakkan tulang - tulang ketabahan.


Karang Asam, Samarinda, Bumi Etam.
Dua tahun telah berlalu, sejak Dahlan meninggalkan Kebon Dalem. Sayangnya, merantau dan menjadi mahasiswa tidak semudah yang dibayangkan. Perkuliahan berlangsung melenceng jauh dari rencana awal, sementara kerinduan terhadap kampung halaman dan orang - orang terkasih selalu menyesakkan dadanya. Belum lagi Dahlan harus dihadapkan pada pilihan yang sulit antara janji temu dengan cinta pertama, lamaran sahabat baiknya, dan cinta baru yang dia temukan di tempat rantauan.

Dahlan muda yang penuh semangat juang berusaha untuk tidak mengalah pada rindu. Kepeduliannya terhadap negeri yang kacau balau kala itu, membuatnya memutuskan untuk mengabdi pada masa depan bangsa melalui gerakan - gerakan kemahasiswaan. Dianggap memberontak, Dahlan dan rekan - rekan mahasiswanya menjadi buronan pemerintah. Dia harus berlari dan bersembunyi dari kejaran tentara. Di tengah pelariannya, takdir mempertemukannya dengan Sayid, seorang guru sekaligus sahabat, yang mengenalkan Dahlan pada media dan memberikannya kesempatan untuk membuka lembaran baru dalam hidupnya.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1357179037i/17204790.jpg
Laut Bercerita,Leila S. Chudori,Kepustakaan Populer Gramedia,2017,9786024246945 (ISBN10: 6024246943),Fiksi Sejarah,"Jakarta, Maret 1998

Di sebuah senja, di sebuah rumah susun di Jakarta, mahasiswa bernama Biru Laut disergap empat lelaki tak dikenal. Bersama kawan - kawannya, Daniel Tumbuan, Sunu Dyantoro, Alex Perazon, dia dibawa ke sebuah tempat yang tak dikenal. Berbulan - bulan mereka disekap, diinterogasi, dipukul, ditendang, digantung, dan disetrum agar bersedia menjawab satu pertanyaan penting: siapakah yang berdiri di balik gerakan aktivis dan mahasiswa saat itu.

Jakarta, Juni 1998

Keluarga Arya Wibisono, seperti biasa, pada hari Minggu sore memasak bersama, menyediakan makanan kesukaan Biru Laut. Sang ayah akan meletakkan satu piring untuk dirinya, satu piring untuk sang ibu, satu piring untuk Biru Laut, dan satu piring untuk si bungsu Asmara Jati. Mereka duduk menanti dan menanti. Tapi Biru Laut tak kunjung muncul.

Jakarta, 2000

Asmara Jati, adik Biru Laut, beserta Tim Komisi Orang Hilang yang dipimpin Aswin Pradana mencoba mencari jejak mereka yang hilang serta merekam dan mempelajari testimoni mereka yang kembali. Anjani, kekasih Laut, para orang tua dan istri aktivis yang hilang menuntut kejelasan tentang anggota keluarga mereka. Sementara Biru Laut, dari dasar laut yang sunyi bercerita kepada kita, kepada dunia tentang apa yang terjadi pada dirinya dan kawan - kawannya.

Laut Bercerita, novel terbaru Leila S. Chudori, bertutur tentang kisah keluarga yang kehilangan, sekumpulan sahabat yang merasakan kekosongan di dada, sekelompok orang yang gemar menyiksa dan lancar berkhianat, sejumlah keluarga yang mencari kejelasan akan anaknya, dan tentang cinta yang tak akan luntur.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1516602134i/36393774.jpg
Agar Bidadari Cemburu Padamu,Salim Akhukum Fillah,Pro-U media,2004,(ISBN10: 9799815118),Islam,"Buku ini hadir untuk wanita yang ingin menghadirkan atmosfer surga dalam setiap hirup nafasnya. Yang muda maupun yang telah kaya pengalaman hidup. Yang sudah mendampingi dan didampingi, juga yang sedang menanti. Agar bidadari cemburu padamu.

Lalu para lelaki? Seharusnya mereka juga tahu bagaimana memperlakukan wanita dengan keadilan syariat Allah. Menjaga tanpa mengekang, menghormati kebebasan namun tetap melindungi, serta memberikan rasa aman. Ia menjadikan rusuk kiri. Dekat ke tangan untuk dilindungi, dekat ke hati untuk dicintai. Nah, buku ini insya Allah membantu kita, memahami ‘sang kawan perjalanan’.

Ada kata yang merangkum kesetaraan, prhatian, dan cinta!

Laki - laki dan perempuan.

Saling mengenal, saling memahami, saling Bantu, bergandeng tangan (ups!) saling menanggung, dan cekatan mendahulukan. Serasi….!

Lalu?

Harusnya kau tahu.

Bidadari bisa cemburu.

Itu tantangan.

Untuk mendekatkan sumbu potensi diri dengan nyala suci ruh keshalihan.

Agar bidadari cemburu padamu?

Bukan dengan tebar pesona fisik tentu. Karena pasti muke’ lu jauh, he he he… Tak jua dengan memenjara diri antara dapur, kelambu, dan sumur; Karena Allah dan Rasul tak pernah bermaksud begitu",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1494052272i/1549730.jpg
Perang Eropa Jilid III,P.K. Ojong,Penerbit Buku Kompas,2004,B0DLT53T6D,Sejarah,"Buku Perang Eropa jilid III ini dimulai dengan kisah pendaratan Sekutu di Pantai Normandia, Perancis, 6 Juni 1944, yang dikenal dengan nama D - Day, dan ditutup dengan menyerahnya Jerman Nazi pada awal Mei 1945.

Dalam buku ini ditampilkan ilustrasi mengenai para prajurit dari berbagai negara yang terlibat dalam PD II, dalam halaman full color. Perang Dunia II yang merupakan peperangan terbesar dalam sejarah umat manusia.

Dengan munculnya jilid ketiga ini, berarti lengkap sudahlah karya P.K. Ojong mengenai sejarah Perang Dunia II yang dibukukan kembali oleh Penerbit Buku Kompas yang terdiri dari tiga jilid Perang Eropa dan satu jilid Perang Pasifik.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1569512325i/1387640.jpg
Muhammad: Para Pengeja Hujan,Tasaro G.K.,Bentang Pustaka,2011,9786028811385 (ISBN10: 6028811386),Novel,"""Paman, tolong aku! Tolong aku, Paman!""

Suara Xerxes selalu mengiang di telingan Kashva setiap terbangun dari tidurnya. Anak dari perempuan pujaan yang dititipkan kepadanya ketika terjadi penyerangan oleh pasukan Raja Khosrou itu, kini terpisah darinya.

Minggu demi minggu dilalui Kashva di Tibet dengan mendaki 13 gunung suci bersama Biksu Tashidelek. Ia pun tenggelam dalam lautan peziarah di tempat berkumpulnya segala doa itu, demi satu tujuan. Menemukan kembali Xerxes!

Peristiwa hilangnya Xerxes membuat pikiran Kashva hanya tertuju untuk menemukan cara agar mereka dapat bertemu kembali. Kashva bahkan hampir lupa dengan tujuan utama dari pelariannya kali ini. Sebuah perjalanan panjang untuk mencari Astvat - ereta, Sang Al - Amin, guna menyucikan ajaran Zardust, sebelum akhirnya Tashidelek memberinya sutra - sutra Budha.

Kehilangan yang hampir membuat rasa putus asa juga dirasakan oleh 'Umar bin Khattab. Ia harus menggantikan Abu Bakar yang telah meninggal untuk berangkat ke medan jihad di Irak dan Syam. Rasa ragu dan takut sempat menghampirinya. 'Umar merasa tidak mampu menjadi pemimpin bagi banyak umat, sebab Nabi Muhammad dan Abu Bakar tidak bisa dijumpainya lagi untuk meminta bimbingan.

Perjalanan pencarian Kashva dan perjuangan para mujahid pada zaman pasca kenabian akan membawa kita kembali ke Jazirah Arab ribuan tahun lalu untuk merasakan hidup bersama Muhammad, Sang Manusia Pilihan. Akankah suasana khusyuk di Tibet yang membuat Kashva belajar banyak makna kehidupan dapat memberikan jawaban mengenai Al - Amin yang sedang dicarinya?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314980357i/11278182.jpg
Larasati,Pramoedya Ananta Toer,Lentera Dipantara,1960,9789799731296 (ISBN10: 9799731291),Fiksi,"LARASATI – sebuah roman revolusi semasa perjuangan bersenjata 1945 - 1950. Kisah tentang pemuda - pemuda Indonesia yang rela membaktikan jiwa raga demi proklamasi kemerdekaan, kisah - kisah tentang para pahlawan sejati dan pahlawan munafik, pertarungan di daerah republik dan daerah pendudukan Belanda – antara yang setia dan yang menyeberang, antara uang ORI dan uang Nica, dengan wanita sebagai tokoh utama – bintang film tenar yang dengan caranya sendiri memberikan diri dan segalanya untuk kemenangan revolusi. Potret revolusi semasa yang menghidupkan kembali sepenggal sejarah di tahun - tahun awal proklamasi kemerdekaan, sebuah potret jujur gaya Pramoedya tentang kebesaran dan kekerdilan, kekuatan dan kelemahan revolusi. Sebuah fiksi yang menghanyutkan kita seakan menghayati kembali suatu dokumentasi non fiksi Indonesia semasa romantika pertempuran berkecamuk di ""jaman bersiap!""",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464172884i/735218.jpg
Keluarga Gerilya: Kisah Keluarga Manusia dalam Tiga Hari - Tiga Malam,Pramoedya Ananta Toer,Hasta Mitra,1950,9798659023,Fiksi,"Wahab dihukum mati Belanda, tanpa membocorkan rahasia kawannya. Novel ini penuh imajinasi, meskipun beberapa bagian merupakan fakta nyata, terutama pengalaman revolusi pengarangnya yang dijadikan acuan pokok untuk memberikan makna kepada gejala zamannya.

Novel ini dapat memberi makna tentang semangat cinta tanah air dan bangsa melebihi cintanya kepada keluarga dan diri sendiri. Novel ini berisi kisah yang berlangsung tiga hari tiga malam di Jakarta pada zaman revolusi sekitar tahun 1947. Banyak pendapat yang menyatakan bahwa novel ini berkata jujur tentang keadaan revolusi, tanpa melebih lebihkan atau menyembunyikan.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1238736770i/963138.jpg
Juru Masak: Sehimpun Cerita Pendek,Damhuri Muhammad,Koekoesan,2009,B0DM8643SG,Sastra,"""Dalam sebagian besar cerita Damhuri, kampung terungkapkan dalam bahasanya sendiri, bahasa yang mengungkap perbendaharaan kampung, tanpa harus berarti usang, karena baik persoalan, maupun sudut pandang dan pendekatannya, sepenuhnya berpijak pada masa kini. Bagai menjawab suatu nostalgia, sekaligus mengingatkan agar tak terlena…""
Seno Gumira Ajidarma, novelis

 -  -  -  - 

Kenduri itu memang semarak, tapi keluarga mempelai laki - laki nyaris meninggalkan helat lantaran aneka juadah yang tersuguh ternyata bukan masakan Makaji, Juru Masak handal itu. Gulai Kambing terasa hambar karena racikan bumbu tidak meresap ke dalam daging. Kuah Gulai Rebung encer karena keliru menakar jumlah kelapa parut, lebih banyak air ketimbang santan. Maka, berseraklah gunjing dan cela yang mesti ditanggung tuan rumah. Bukan karena kenduri kurang meriah, tidak pula karena pelaminan tempat bersandingnya pasangan mempelai tak sedap dipandang mata, tapi karena macam - macam menu yang tersaji tak menggugah selera. Nasi banyak gulai melimpah, tapi helat tiada membuat kenyang.

Makaji tak mungkin menjadi Juru Masak di kenduri pernikahan Renggogeni dengan lelaki lain. Ngeri ia membayangkan betapa terpiuh - piuhnya perasaan Azrial, anak laki - lakinya, yang mencintai Renggogeni, lebih dari mencintai dirinya sendiri. Tapi Mangkudun (ayah Renggogeni) bulat - bulat menolak pinangan itu; jatuh martabat keluarga kita bila anak Juru Masak itu jadi suamimu…",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1239966371i/6404064.jpg
Nila,Agnes Jessica,Pustaka Hermon,2011,B0DLTBC9G1,Fiksi,"Terpisah dari orang tua dan saudara kembarnya sejak kecil, Fatimah diasuh oleh seorang wanita yang mengasihinya, tapi sangat miskin. Kemiskinan begitu menjeratnya, sehingga ketika ia terdesak oleh penyakit ibunya, ia terjun ke lembah hitam sebagai seorang pelacur. Hidupnya terikat oleh dua laki - laki yang berpengaruh besar pada dirinya, yaitu seorang pria beristri, dan seorang penulis gagal. Hidup yang penuh dosa terus dijalaninya, hingga akhirnya ia hancur dan jatuh sedalam - dalamnya. Disitulah ia baru menemukan jati dirinya yang sebenarnya, sebagai seorang wanita pilihan. Wanita yang berharga dan tidak usah menjual dirinya pada laki - laki untuk mendapatkan uang. Di sini ia harus menyerahkan seluruh miliknya, bahkan seluruh uang yang pernah dimilikinya, untuk mendapatkan sesuatu yang lebih baik. Sebagai Nila, wanita keenam yang telah terpilih sejak ia di dalam kandungan.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1300181628i/10793796.jpg
Jingga,Agnes Jessica,Pustaka Heron,2009,(ISBN10: 9793755105),Fiksi,"Benarkah uang adalah penyebab utama dari penderitaan di dunia ini?
""Kita mesti punya banyak uang. Banyak sekali uang. Dengan uang itu, kita tidak akan diremehkan siapapun. Dan dengan uang, penderitaan tidak bisa mampir dalam hidup kita!""

Benarkah manusia bisa menghindari cinta?
""Kau harus berkepala dingin, tidak boleh jatuh cinta. Jangan bodoh, posisimu harus kuat. Kalau pria itu yang jatuh cinta padamu, tidak masalah. Jangan lebih lemah dari laki - laki. Siapa yang mencintai, dialah pihak yang bisa dikuasai.""

Benarkah untuk mendapatkan uang, segala macam cara bisa dihalalkan?
""Dia menyukaimu, Pink! Itu artinya kau sudah separuh berhasil. Bukan, bukan separuh, tujuh puluh lima persen! Sebab dia punya uang itu, Pink! Dia punya! Dia itu kaya sekali, kau tahu!""

Tapi bagaimana kalau hati sudah terlanjur berbicara?
Sergie merengkuh tubuhnya dalam pelukannya. Wajahnya tengadah, menatap pria yang memandangnya dengan sinar mata tajam dan kedalaman yang memabukkan. ""Aku mencintaimu, Pink. Aku serius."" Pink tak sanggup berbicara. Matanya meredup sayu.

Tan Hsiao Pink, lahir dengan nasib buruk yang sudah menempel pada hidupnya. Dibuang oleh keluarganya. Tak ada yang menyayanginya kecuali kalau ingin memanfaatkannya. Beberapa kali ia harus berkorban. Beberapa kali ia harus menelan kekecewaan. Beberapa kali ia putus asa tanpa mampu memperoleh jalan keluar. Benarkah uang merupakan satu - satunya jalan keluar dari nasib buruknya? Bertemu dengan Sergie, pria itu bagaikan sebuah sungai di tengah padang gurun yang dilewatinya. Tapi sayang, ia telah memulainya dengan kebohongan. Maka ia harus meneruskannya dengan dusta - dusta yang lain. Akhirnya satu demi satu kebohongannya mulai terbongkar. Mampukah ia mempertahankan satu - satunya kebahagiaan yang terjadi dalam hidupnya? Dan apakah ia berhasil melewati padang gurunnya untuk menjadi si Jingga?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1243347814i/6496833.jpg
Kaki yang Terhormat,Gus tf Sakai,Gramedia Pustaka Utama,2012,9789792285246 (ISBN10: 9792285245),Sastra,"Menurut Anda, bagian tubuh manakah yang paling penting? Saya yakin, tak mudah untuk langsung menjawab. Tetapi, bila hal itu ditanyakan kepada nenek saya, serta - merta ia akan bilang, “Kaki!” seraya mengangkat sebelah kaki, dengan telunjuk menukik lurus ke bawah, dalam hitungan yang tak mencapai detik.
….

Sebetulnya, kalau mau jujur, bukan hanya Nenek yang bangga. Banyak dari keluarga kami, yang bila ngobrol, tak bisa menyembunyikan perasaan bangga kepada keluarga lain. Bahkan, bukan hanya keluarga kami. Banyak dari penduduk kampung, yang bila ngobrol, juga tak bisa menyembunyikan bangga kepada penduduk kampung lain. Maka, keyakinan Nenek pada kaki, berkembang bagai tak terbantahkan. Seperti tak cukup kalau kaki hanya dikatakan penting. Kaki adalah sesuatu yang terhormat.
….

Kaki yang Terhormat adalah kumpulan cerpen yang memuat cerpen - cerpen realis Gus tf Sakai dalam masa 25 tahun kepengarangannya, mulai dari “Bulan Setempayan” yang ia tulis saat berusia 19 tahun dan memenangi sayembara menulis cerpen di sebuah majalah, sampai “Kaki yang Terhormat” yang terpilih sebagai salah satu Cerpen Pilihan Kompas 2009. Merupakan kumpulan cerpennya yang ke - 5 setelah Istana Ketirisan (Balai Pustaka, 1996), Kemilau Cahaya dan Perempuan Buta (Gramedia, 1999), Laba - Laba (Gramedia, 2003), dan Perantau (Gramedia, 2007). Kemilau Cahaya dan Perempuan Buta menerima Penghargaan Sastra Lontar 2001 dan Penghargaan Sastra Pusat Bahasa 2002. Perantau terpilih sebagai fiksi terbaik pilihan pembaca Ruang Baca Koran Tempo 2007 dan meraih Penghargaan Sastra Khatulistiwa 2007. Kemilau Cahaya dan Perempuan Buta telah diterjemahkan ke bahasa Inggris oleh The Lontar Foundation dengan judul The Barber and Other Short Stories (2002) dan menerima SEA Write Award dari Kerajaan Thailand (2004).",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1340675656i/15722644.jpg
